epoch,learning_rate,valid_ADE,valid_FDE,valid_ADE_world,valid_FDE_world,valid_minADE@K,valid_minFDE@K,valid_JADE,valid_JFDE,valid_Goal_minFDE,valid_Joint_Goal_Endpoint_Error,valid_Joint_Goal_Compatibility,valid_Relative_Motion_Error,jdv2_diffusion_loss,jdv2_relative_loss,loss_total
5,9.80149500625e-05,6.437062130674072,8.723508783656618,0.28232834917371685,0.38942528407231136,0.28232834917371685,0.38942528407231136,0.4229884916286674,0.6912502271237133,0.36186277496699404,0.6927770795367605,0.4780719065837723,0.2984162892797868,0.7735853850136799,0.12410720202997055,0.7797907453254681
10,9.558895783575598e-05,6.436433618807274,8.716571414681232,0.2822841359201171,0.38938055177593767,0.2822841359201171,0.38938055177593767,0.42468073256581806,0.6945229322790242,0.36186277496699404,0.6927770795367605,0.4780719065837723,0.30291078277200245,0.7791201501649662,0.12031431807336225,0.7851358659547321
15,9.32230119415405e-05,6.551967488682789,8.781948014202973,0.287420544317802,0.3927245733920363,0.287420544317802,0.3927245733920363,0.4270108495470431,0.6953691589317733,0.36186277496699404,0.6927770795367605,0.4780719065837723,0.30795179307460785,0.756131077890903,0.11849173621320984,0.7620556646314451
20,9.091562615825302e-05,6.635296328236228,8.850918034213068,0.29132318520999473,0.3963554775084207,0.29132318520999473,0.3963554775084207,0.42859809893927125,0.702000737083044,0.36186277496699404,0.6927770795367605,0.4780719065837723,0.312293402153811,0.7662972977729355,0.1169097032185832,0.7721427831998199
25,8.866535105013077e-05,6.604570185036763,8.810629698326407,0.2897404771014724,0.39420095340060274,0.2897404771014724,0.39420095340060274,0.4262085171054593,0.6972144764961956,0.36186277496699404,0.6927770795367605,0.4780719065837723,0.3046373063497406,0.7579152136225334,0.11994311877865109,0.7639123694196235
30,8.647077305675335e-05,6.658605602448401,8.961013774023108,0.2922066030315245,0.4006865476182176,0.2922066030315245,0.4006865476182176,0.4281813132462742,0.6989248963139898,0.36186277496699404,0.6927770795367605,0.4780719065837723,0.3118014875129401,0.7491645618194573,0.1163179736273276,0.7549804606900943
35,8.433051360508334e-05,6.662074190766915,8.977894809178036,0.29256175024151476,0.40135612416729005,0.29256175024151476,0.40135612416729005,0.42837715620617217,0.7031844416968256,0.36186277496699404,0.6927770795367605,0.4780719065837723,0.30933175718398404,0.7500222675579344,0.11664814083182526,0.7558546749505592
40,8.224322824348484e-05,6.613225734752158,8.875001055147985,0.290218093705809,0.39670818961610127,0.290218093705809,0.39670818961610127,0.42769110117027226,0.7000861877588918,0.36186277496699404,0.6927770795367605,0.4780719065837723,0.3063530770244358,0.7470194305920942,0.11697829714242636,0.752868345855461
